scenario,mode,strategy,seed_code,seed_value,days_survived,ending_type,ending_cause,encounters_faced,vehicle_breakdowns,final_hp,final_supplies,final_sanity,final_budget_cents,boss.reached,boss_won,miles_traveled,travel_days,partial_travel_days,non_travel_days,avg_mpd,unique_encounters,repairs_spent_cents,bribes_spent_cents,exec_order_active,exec_order_days_remaining,exec_order_cooldown,exposure_streak_heat,exposure_streak_cold,days_with_camp,days_with_repair,travel_ratio,unique_per_20_days,rotation_events,reached_2k_by_150,crossing_events,crossing_permit_uses,crossing_bribe_attempts,crossing_bribe_successes,crossing_detours_taken,crossing_failures,crossing_failure_rate,crossing_bribe_success_rate,day_reason_history,endgame_active,endgame_field_repair_used,endgame_cooldown_days,stop_cap_conversions
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1450,26,"Victory - Boss Defeated","boss.victory",9,0,9,19,4,24900,true,true,2100.0,26,0,0,116.80,9,0,3200,"",0,0,0,0,0,0,1.000,6.92,7,true,3,0,3,2,1,0,0.000,0.667,"||||||detour||||||crossing_pass|||||||||crossing_pass||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1451,25,"Boss Vote Failed - Game Over","boss_vote_failed",8,0,9,17,4,24200,true,false,2100.0,25,0,0,121.47,8,0,3200,"",0,0,0,0,0,0,1.000,6.40,7,true,3,0,3,3,0,0,0.000,1.000,"|||||crossing_pass||||||crossing_pass||||||||crossing_pass|||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1452,25,"Boss Vote Failed - Game Over","boss_vote_failed",8,0,10,18,4,25700,true,false,2100.0,24,0,1,126.53,8,0,3200,"",0,0,0,1,1,0,0.960,6.40,7,true,3,0,3,3,0,0,0.000,1.000,"|||camp|||crossing_pass|||||crossing_pass|||||||||crossing_pass||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1453,25,"Boss Vote Failed - Game Over","boss_vote_failed",7,0,10,18,4,25400,true,false,2100.0,25,0,0,121.47,7,0,3200,"",0,0,0,0,0,0,1.000,5.60,7,true,3,0,3,3,0,0,0.000,1.000,"|||||crossing_pass||||||crossing_pass||||||||crossing_pass|||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1454,21,"Collapse (crossing) - Game Over","collapse_crossing",8,0,10,16,10,19200,false,false,1900.0,21,0,0,130.84,8,0,3200,"",0,0,0,0,0,0,1.000,7.62,7,false,3,0,3,2,0,1,0.333,0.667,"||||||crossing_pass|||||crossing_pass|||||||||crossing_fail",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1455,25,"Boss Vote Failed - Game Over","boss_vote_failed",9,1,9,18,4,25000,true,false,2100.0,24,1,0,121.47,9,0,3200,"",0,0,0,0,0,1,1.000,7.20,7,true,3,0,3,3,0,0,0.000,1.000,"|||||crossing_pass||||||crossing_pass||repair|||||||crossing_pass||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1456,26,"Victory - Boss Defeated","boss.victory",8,0,10,18,4,24300,true,true,2100.0,25,0,1,121.47,8,0,3200,"",0,9,0,0,1,0,0.962,6.15,5,true,3,0,3,2,1,0,0.000,0.667,"||||||detour||||||crossing_pass||camp|||||||crossing_pass||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1457,26,"Victory - Boss Defeated","boss.victory",9,1,9,18,4,26200,true,true,2100.0,24,1,1,121.47,9,0,3200,"",0,0,0,0,0,1,0.962,6.92,6,true,3,0,3,3,0,0,0.000,1.000,"|||||crossing_pass||||||crossing_pass||||||repair|||crossing_pass|||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1458,26,"Boss Vote Failed - Game Over","boss_vote_failed",9,0,10,15,4,25900,true,false,2100.0,25,1,0,116.80,9,0,3200,"",0,0,0,0,1,0,1.000,6.92,8,true,3,0,3,3,0,0,0.000,1.000,"||||||crossing_pass|||||crossing_pass|||||||||crossing_pass||||camp|",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1459,26,"Victory - Boss Defeated","boss.victory",9,0,10,19,3,24900,true,true,2100.0,24,1,1,121.47,9,0,3200,"",0,3,0,1,1,0,0.962,6.92,6,true,3,0,3,3,0,0,0.000,1.000,"||||||crossing_pass;camp||||||crossing_pass||||||||crossing_pass|||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1460,26,"Boss Vote Failed - Game Over","boss_vote_failed",9,0,10,19,3,22600,true,false,2100.0,25,0,1,121.47,9,0,3200,"",0,0,0,0,0,0,0.962,6.92,6,true,3,0,3,2,1,0,0.000,0.667,"||||||crossing_pass|||||crossing_pass|||||||||detour|||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1461,25,"Boss Vote Failed - Game Over","boss_vote_failed",8,0,9,19,4,25400,true,false,2100.0,25,0,0,121.47,8,0,3200,"",0,0,0,0,0,0,1.000,6.40,8,true,3,0,3,3,0,0,0.000,1.000,"|||||crossing_pass||||||crossing_pass|||||||||crossing_pass||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1462,26,"Boss Vote Failed - Game Over","boss_vote_failed",8,0,9,18,4,25400,true,false,2100.0,24,1,1,121.47,8,0,3200,"",0,0,0,0,0,0,0.962,6.15,7,true,3,0,3,1,2,0,0.000,0.333,"|||||detour||||||detour|||||||||crossing_pass|||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1463,25,"Boss Vote Failed - Game Over","boss_vote_failed",7,0,10,19,3,26200,true,false,2100.0,23,1,1,126.53,7,0,3200,"",0,0,0,0,0,0,0.960,5.60,6,true,3,0,3,3,0,0,0.000,1.000,"|||||crossing_pass||||||crossing_pass||||||||crossing_pass|||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1464,25,"Victory - Boss Defeated","boss.victory",8,0,10,20,4,25200,true,true,2100.0,25,0,0,121.47,8,0,3200,"",0,0,0,0,0,0,1.000,6.40,8,true,3,0,3,3,0,0,0.000,1.000,"|||||crossing_pass||||||crossing_pass|||||||||crossing_pass||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1465,26,"Boss Vote Failed - Game Over","boss_vote_failed",8,0,9,19,4,24400,true,false,2100.0,25,0,1,121.47,8,0,3200,"",0,2,0,0,0,0,0.962,6.15,8,true,3,0,3,2,1,0,0.000,0.667,"|||||crossing_pass||||||crossing_pass|||||||||detour|||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1466,25,"Boss Vote Failed - Game Over","boss_vote_failed",8,1,9,19,4,25400,true,false,2100.0,24,1,0,121.47,8,0,3200,"",0,0,0,0,0,1,1.000,6.40,6,true,3,0,3,2,1,0,0.000,0.667,"|||||crossing_pass||||||detour||||||||crossing_pass||||repair|",false,false,1,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1467,25,"Boss Vote Failed - Game Over","boss_vote_failed",8,0,10,20,4,25400,true,false,2100.0,25,0,0,121.47,8,0,3200,"",0,0,0,0,0,0,1.000,6.40,8,true,3,0,3,2,1,0,0.000,0.667,"||||||crossing_pass|||||detour|||||||||crossing_pass||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1468,25,"Boss Vote Failed - Game Over","boss_vote_failed",8,0,10,18,4,25900,true,false,2100.0,23,2,0,121.47,8,0,3200,"",0,0,0,0,0,0,1.000,6.40,7,true,3,0,3,3,0,0,0.000,1.000,"|||||crossing_pass||||||crossing_pass||||||||crossing_pass|||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1469,26,"Boss Vote Failed - Game Over","boss_vote_failed",10,1,9,20,4,21500,true,false,2100.0,25,1,0,116.80,10,2600,3200,"",0,0,0,0,1,1,1.000,7.69,8,true,3,0,3,3,0,0,0.000,1.000,"||||repair||crossing_pass|||||crossing_pass|||||||camp|||crossing_pass||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1470,25,"Victory - Boss Defeated","boss.victory",7,0,9,17,4,25300,true,true,2100.0,25,0,0,121.47,7,0,3200,"",0,0,0,0,0,0,1.000,5.60,6,true,3,0,3,2,1,0,0.000,0.667,"|||||crossing_pass||||||crossing_pass||||||||detour|||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1471,25,"Boss Vote Failed - Game Over","boss_vote_failed",8,0,10,18,4,25200,true,false,2100.0,25,0,0,121.47,8,0,3200,"",0,3,0,0,0,0,1.000,6.40,5,true,3,0,3,3,0,0,0.000,1.000,"|||||crossing_pass||||||crossing_pass|||||||||crossing_pass||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1472,25,"Boss Vote Failed - Game Over","boss_vote_failed",9,0,10,18,4,24900,true,false,2100.0,24,1,0,121.47,9,0,3200,"",0,0,0,1,0,0,1.000,7.20,5,true,3,0,3,3,0,0,0.000,1.000,"||||||crossing_pass|||||crossing_pass|||||||||crossing_pass||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1473,26,"Victory - Boss Defeated","boss.victory",8,0,10,17,4,24400,true,true,2100.0,25,0,1,121.47,8,0,3200,"",0,7,1,0,1,0,0.962,6.15,8,true,3,0,3,2,1,0,0.000,0.667,"|||||crossing_pass||||||detour||||camp|||||crossing_pass|||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1474,25,"Boss Vote Failed - Game Over","boss_vote_failed",8,0,9,20,4,25000,true,false,2100.0,25,0,0,121.47,8,0,3200,"",0,0,0,0,0,0,1.000,6.40,6,true,3,0,3,3,0,0,0.000,1.000,"|||||crossing_pass||||||crossing_pass|||||||||crossing_pass||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1475,26,"Victory - Boss Defeated","boss.victory",10,0,10,18,4,24400,true,true,2100.0,23,3,0,116.80,10,0,3200,"",0,0,0,0,1,0,1.000,7.69,8,true,3,0,3,3,0,0,0.000,1.000,"|||||crossing_pass||||||crossing_pass|||||||||crossing_pass|camp||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1476,21,"Collapse (crossing) - Game Over","collapse_crossing",7,0,9,16,10,19200,false,false,1900.0,21,0,0,130.84,7,0,3200,"",0,0,0,0,0,0,1.000,6.67,7,false,3,0,3,2,0,1,0.333,0.667,"||||||crossing_pass|||||crossing_pass|||||||||crossing_fail",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1477,26,"Boss Vote Failed - Game Over","boss_vote_failed",8,0,10,20,4,23900,true,false,2100.0,25,0,1,121.47,8,0,3200,"",0,0,0,0,0,0,0.962,6.15,6,true,3,0,3,2,1,0,0.000,0.667,"|||||crossing_pass||||||detour|||||||||crossing_pass|||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1478,27,"Victory - Boss Defeated","boss.victory",8,0,10,18,4,23300,true,true,2100.0,26,0,1,116.80,8,0,3200,"",0,0,0,0,1,0,0.963,5.93,7,true,3,0,3,3,0,0,0.000,1.000,"|||||crossing_pass||||||crossing_pass||||||||||crossing_pass|||camp||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1479,25,"Victory - Boss Defeated","boss.victory",9,0,10,18,4,25900,true,true,2100.0,24,1,0,121.47,9,0,3200,"",0,0,0,0,0,0,1.000,7.20,5,true,3,0,3,1,2,0,0.000,0.333,"|||||crossing_pass||||||detour|||||||||detour||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1480,25,"Victory - Boss Defeated","boss.victory",8,0,10,20,4,24900,true,true,2100.0,25,0,0,121.47,8,0,3200,"",0,6,0,0,0,0,1.000,6.40,8,true,3,0,3,3,0,0,0.000,1.000,"|||||crossing_pass||||||crossing_pass|||||||||crossing_pass||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1481,25,"Victory - Boss Defeated","boss.victory",8,0,9,18,4,24800,true,true,2100.0,24,1,0,121.47,8,0,3200,"",0,0,0,0,0,0,1.000,6.40,7,true,3,0,3,3,0,0,0.000,1.000,"|||||crossing_pass||||||crossing_pass||||||||crossing_pass|||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1482,25,"Victory - Boss Defeated","boss.victory",7,0,10,19,3,25900,true,true,2100.0,24,0,1,126.53,7,0,3200,"",0,0,0,0,0,0,0.960,5.60,7,true,3,0,3,3,0,0,0.000,1.000,"|||||crossing_pass||||||crossing_pass|||||||||crossing_pass||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1483,25,"Boss Vote Failed - Game Over","boss_vote_failed",8,0,9,20,4,25900,true,false,2100.0,25,0,0,121.47,8,0,3200,"",0,0,0,0,0,0,1.000,6.40,6,true,3,0,3,3,0,0,0.000,1.000,"|||||crossing_pass||||||crossing_pass|||||||||crossing_pass||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1484,25,"Boss Vote Failed - Game Over","boss_vote_failed",7,0,10,19,4,24900,true,false,2100.0,25,0,0,121.47,7,0,3200,"",0,0,0,0,0,0,1.000,5.60,6,true,3,0,3,3,0,0,0.000,1.000,"|||||crossing_pass||||||crossing_pass|||||||||crossing_pass||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1485,25,"Boss Vote Failed - Game Over","boss_vote_failed",8,0,9,20,4,24400,true,false,2100.0,25,0,0,121.47,8,0,3200,"",0,2,0,0,0,0,1.000,6.40,7,true,3,0,3,3,0,0,0.000,1.000,"|||||crossing_pass||||||crossing_pass|||||||||crossing_pass||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1486,25,"Boss Vote Failed - Game Over","boss_vote_failed",9,0,10,19,4,24800,true,false,2100.0,25,0,0,121.47,9,0,3200,"",0,5,0,0,0,0,1.000,7.20,8,true,3,0,3,3,0,0,0.000,1.000,"||||||crossing_pass|||||crossing_pass|||||||||crossing_pass||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1487,26,"Victory - Boss Defeated","boss.victory",8,0,10,20,4,25000,true,true,2100.0,25,0,1,121.47,8,0,3200,"",0,0,1,0,0,0,0.962,6.15,8,true,3,0,3,2,1,0,0.000,0.667,"||||||crossing_pass|||||detour|||||||||crossing_pass|||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1488,25,"Boss Vote Failed - Game Over","boss_vote_failed",8,0,9,18,4,25400,true,false,2100.0,25,0,0,121.47,8,0,3200,"",0,0,0,0,0,0,1.000,6.40,7,true,3,0,3,1,2,0,0.000,0.333,"|||||crossing_pass||||||detour|||||||||detour||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1489,26,"Boss Vote Failed - Game Over","boss_vote_failed",8,0,10,15,4,25400,true,false,2100.0,25,0,1,121.47,8,0,3200,"",0,0,0,0,1,0,0.962,6.15,7,true,3,0,3,2,1,0,0.000,0.667,"||||||crossing_pass|||||detour|||||||||crossing_pass||||camp|",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1490,25,"Boss Vote Failed - Game Over","boss_vote_failed",8,0,10,19,4,24400,true,false,2100.0,25,0,0,121.47,8,0,3200,"",0,0,0,0,0,0,1.000,6.40,8,true,3,0,3,3,0,0,0.000,1.000,"|||||crossing_pass||||||crossing_pass||||||||crossing_pass|||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1491,26,"Victory - Boss Defeated","boss.victory",9,0,9,18,4,25300,true,true,2100.0,25,0,1,121.47,9,0,3200,"",0,0,0,0,0,0,0.962,6.92,8,true,3,0,3,2,1,0,0.000,0.667,"|||||crossing_pass||||||crossing_pass|||||||||detour|||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1492,26,"Boss Vote Failed - Game Over","boss_vote_failed",8,0,10,16,4,24300,true,false,2100.0,25,0,1,121.47,8,0,3200,"",0,3,0,0,1,0,0.962,6.15,8,true,3,0,3,3,0,0,0.000,1.000,"|||||crossing_pass||||||crossing_pass|||||||||crossing_pass||||camp|",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1493,26,"Victory - Boss Defeated","boss.victory",10,1,9,17,4,21900,true,true,2100.0,25,1,0,116.80,10,2900,3200,"",0,0,0,0,0,1,1.000,7.69,7,true,3,0,3,3,0,0,0.000,1.000,"||||repair||crossing_pass||||||crossing_pass|||||||||crossing_pass||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1494,26,"Boss Vote Failed - Game Over","boss_vote_failed",8,0,10,20,4,24500,true,false,2100.0,24,1,1,121.47,8,0,3200,"",0,0,0,0,1,0,0.962,6.15,6,true,3,0,3,2,1,0,0.000,0.667,"|||||crossing_pass||||||detour|||||||||crossing_pass;camp|||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1495,25,"Boss Vote Failed - Game Over","boss_vote_failed",8,0,10,17,4,25700,true,false,2100.0,25,0,0,121.47,8,0,3200,"",0,5,0,0,0,0,1.000,6.40,7,true,3,0,3,3,0,0,0.000,1.000,"|||||crossing_pass||||||crossing_pass||||||||crossing_pass|||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1496,26,"Boss Vote Failed - Game Over","boss_vote_failed",8,0,9,17,4,24800,true,false,2100.0,25,0,1,121.47,8,0,3200,"doe_eliminated",2,0,0,0,1,0,0.962,6.15,7,true,3,0,3,2,1,0,0.000,0.667,"|||||detour||||||crossing_pass||||||camp|||crossing_pass|||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1497,26,"Boss Vote Failed - Game Over","boss_vote_failed",8,3,10,18,4,18800,true,false,2100.0,26,0,0,116.80,8,2600,3200,"",0,0,0,0,0,3,1.000,6.15,8,true,3,0,3,3,0,0,0.000,1.000,"||||repair||crossing_pass;repair|||||crossing_pass||||repair|||||crossing_pass|||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1498,25,"Boss Vote Failed - Game Over","boss_vote_failed",8,0,9,18,4,25900,true,false,2100.0,25,0,0,121.47,8,0,3200,"",0,4,0,0,0,0,1.000,6.40,6,true,3,0,3,3,0,0,0.000,1.000,"|||||crossing_pass||||||crossing_pass||||||||crossing_pass|||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1499,26,"Boss Vote Failed - Game Over","boss_vote_failed",7,0,10,18,3,24400,true,false,2100.0,24,0,2,126.53,7,0,3200,"",0,0,0,0,1,0,0.923,5.38,6,true,3,0,3,3,0,0,0.000,1.000,"|||||crossing_pass||||||crossing_pass|||||camp||||crossing_pass|||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1500,26,"Boss Vote Failed - Game Over","boss_vote_failed",9,0,9,20,3,24400,true,false,2100.0,25,0,1,121.47,9,0,3200,"",0,0,0,0,0,0,0.962,6.92,5,true,3,0,3,1,2,0,0.000,0.333,"|||||detour||||||detour|||||||||crossing_pass|||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1501,25,"Boss Vote Failed - Game Over","boss_vote_failed",10,0,9,19,4,25800,true,false,2100.0,25,0,0,121.47,10,0,3200,"",0,0,0,0,0,0,1.000,8.00,6,true,3,0,3,3,0,0,0.000,1.000,"|||||crossing_pass||||||crossing_pass|||||||||crossing_pass||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1502,25,"Boss Vote Failed - Game Over","boss_vote_failed",7,1,9,19,4,24900,true,false,2100.0,25,0,0,121.47,7,0,3200,"",0,4,0,0,0,1,1.000,5.60,7,true,3,0,3,3,0,0,0.000,1.000,"||||repair|crossing_pass||||||crossing_pass|||||||||crossing_pass||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1503,25,"Boss Vote Failed - Game Over","boss_vote_failed",7,0,9,19,4,25400,true,false,2100.0,24,1,0,121.47,7,0,3200,"",0,0,0,0,0,0,1.000,5.60,6,true,3,0,3,3,0,0,0.000,1.000,"|||||crossing_pass||||||crossing_pass|||||||||crossing_pass||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1504,25,"Boss Vote Failed - Game Over","boss_vote_failed",8,0,10,19,4,25400,true,false,2100.0,24,1,0,121.47,8,0,3200,"travel_ban_lite",1,0,0,0,0,0,1.000,6.40,5,true,3,0,3,2,1,0,0.000,0.667,"|||||detour||||||crossing_pass|||||||||crossing_pass||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1505,25,"Boss Vote Failed - Game Over","boss_vote_failed",9,0,10,20,4,25300,true,false,2100.0,25,0,0,121.47,9,0,3200,"",0,0,0,0,0,0,1.000,7.20,6,true,3,0,3,3,0,0,0.000,1.000,"|||||crossing_pass||||||crossing_pass|||||||||crossing_pass||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1506,25,"Boss Vote Failed - Game Over","boss_vote_failed",8,0,10,19,4,24900,true,false,2100.0,25,0,0,121.47,8,0,3200,"",0,5,0,0,0,0,1.000,6.40,6,true,3,0,3,3,0,0,0.000,1.000,"|||||crossing_pass||||||crossing_pass|||||||||crossing_pass||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1507,25,"Boss Vote Failed - Game Over","boss_vote_failed",9,0,10,18,4,25400,true,false,2100.0,25,0,0,121.47,9,0,3200,"",0,0,0,0,0,0,1.000,7.20,7,true,3,0,3,3,0,0,0.000,1.000,"||||||crossing_pass|||||crossing_pass|||||||||crossing_pass||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1508,25,"Victory - Boss Defeated","boss.victory",8,0,10,19,4,25700,true,true,2100.0,25,0,0,121.47,8,0,3200,"",0,0,0,0,0,0,1.000,6.40,7,true,3,0,3,3,0,0,0.000,1.000,"|||||crossing_pass||||||crossing_pass|||||||||crossing_pass||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1509,22,"Collapse (crossing) - Game Over","collapse_crossing",8,0,10,15,10,19200,false,false,1900.0,21,0,1,130.84,8,0,3200,"",0,1,0,0,1,0,0.955,7.27,6,false,3,0,3,2,0,1,0.333,0.667,"||camp||||crossing_pass||||||crossing_pass|||||||||crossing_fail",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1510,25,"Boss Vote Failed - Game Over","boss_vote_failed",8,0,10,18,4,24400,true,false,2100.0,24,1,0,121.47,8,0,3200,"",0,0,0,0,0,0,1.000,6.40,5,true,3,0,3,2,1,0,0.000,0.667,"|||||crossing_pass||||||crossing_pass|||||||||detour||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1511,25,"Victory - Boss Defeated","boss.victory",8,0,10,19,4,24200,true,true,2100.0,25,0,0,121.47,8,0,3200,"",0,0,0,0,0,0,1.000,6.40,7,true,3,0,3,3,0,0,0.000,1.000,"|||||crossing_pass||||||crossing_pass|||||||||crossing_pass||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1512,26,"Boss Vote Failed - Game Over","boss_vote_failed",9,0,10,19,4,24300,true,false,2100.0,24,1,1,121.47,9,0,3200,"",0,0,0,0,0,0,0.962,6.92,7,true,3,0,3,3,0,0,0.000,1.000,"||||||crossing_pass|||||crossing_pass|||||||||crossing_pass|||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1513,25,"Boss Vote Failed - Game Over","boss_vote_failed",8,0,10,18,4,24900,true,false,2100.0,25,0,0,121.47,8,0,3200,"",0,3,0,0,1,0,1.000,6.40,7,true,3,0,3,3,0,0,0.000,1.000,"|||||crossing_pass||||||crossing_pass|||||||camp||crossing_pass||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1514,25,"Boss Vote Failed - Game Over","boss_vote_failed",8,0,10,18,4,24200,true,false,2100.0,25,0,0,121.47,8,0,3200,"",0,0,0,0,0,0,1.000,6.40,7,true,3,0,3,3,0,0,0.000,1.000,"||||||crossing_pass|||||crossing_pass|||||||||crossing_pass||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1515,25,"Boss Vote Failed - Game Over","boss_vote_failed",8,0,9,20,4,24900,true,false,2100.0,25,0,0,121.47,8,0,3200,"",0,0,0,0,0,0,1.000,6.40,6,true,3,0,3,3,0,0,0.000,1.000,"|||||crossing_pass||||||crossing_pass|||||||||crossing_pass||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1516,26,"Victory - Boss Defeated","boss.victory",8,0,10,18,4,24400,true,true,2100.0,26,0,0,116.80,8,0,3200,"",0,3,0,0,1,0,1.000,6.15,7,true,3,0,3,3,0,0,0.000,1.000,"|||camp|||crossing_pass|||||crossing_pass|||||||||crossing_pass|||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1517,26,"Boss Vote Failed - Game Over","boss_vote_failed",8,1,10,18,4,25400,true,false,2100.0,25,0,1,121.47,8,0,3200,"",0,0,0,0,1,1,0.962,6.15,7,true,3,0,3,3,0,0,0.000,1.000,"||camp||||crossing_pass|||||repair|crossing_pass||||||||crossing_pass|||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1518,25,"Boss Vote Failed - Game Over","boss_vote_failed",8,0,9,19,4,25400,true,false,2100.0,25,0,0,121.47,8,0,3200,"",0,0,0,0,0,0,1.000,6.40,6,true,3,0,3,2,1,0,0.000,0.667,"|||||crossing_pass||||||crossing_pass|||||||||detour||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1519,27,"Boss Vote Failed - Game Over","boss_vote_failed",10,0,10,16,4,24900,true,false,2100.0,26,1,0,112.47,10,0,3200,"",0,0,0,0,2,0,1.000,7.41,7,true,3,0,3,2,1,0,0.000,0.667,"|||||detour||||||crossing_pass||||||camp||||crossing_pass||||camp|",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1520,25,"Boss Vote Failed - Game Over","boss_vote_failed",9,0,10,18,4,25400,true,false,2100.0,25,0,0,121.47,9,0,3200,"",0,0,0,0,0,0,1.000,7.20,7,true,3,0,3,3,0,0,0.000,1.000,"|||||crossing_pass||||||crossing_pass|||||||||crossing_pass||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1521,25,"Victory - Boss Defeated","boss.victory",8,0,10,19,4,25400,true,true,2100.0,25,0,0,121.47,8,0,3200,"",0,0,0,0,0,0,1.000,6.40,8,true,3,0,3,3,0,0,0.000,1.000,"|||||crossing_pass||||||crossing_pass|||||||||crossing_pass||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1522,25,"Boss Vote Failed - Game Over","boss_vote_failed",7,0,9,16,4,24900,true,false,2100.0,25,0,0,121.47,7,0,3200,"",0,2,1,0,0,0,1.000,5.60,5,true,3,0,3,3,0,0,0.000,1.000,"|||||crossing_pass||||||crossing_pass|||||||||crossing_pass||||",false,false,0,0
"Classic - Conservative","Classic","Conservative","CL-ORANGE02",1523,25,"Victory - Boss Defeated","boss.victory",8,0,9,20,4,25400,true,true,2100.0,24,1,0,121.47,8,0,3200,"",0,0,0,0,0,0,1.000,6.40,7,true,3,0,3,3,0,0,0.000,1.000,"|||||crossing_pass||||||crossing_pass|||||||||crossing_pass||||",false,false,0,0
